season,event,session,team,driver,fastest_laptime
2017,04_16Bah,Q2,Ferrari,RAI,89.843
2017,04_16Bah,Q2,Force India,OCO,91.684
2017,04_16Bah,Q2,Williams,STR,91.168
2017,04_16Bah,Q2,Williams,MAS,90.677
2017,04_16Bah,Q2,McLaren,ALO,NULL
2017,04_16Bah,Q2,Toro Rosso,KVY,90.923
2017,04_16Bah,Q2,Haas,GRO,90.857
2017,04_16Bah,Q2,Renault,HUL,90.169
2017,04_16Bah,Q2,Renault,PAL,90.899
2017,04_16Bah,Q2,Sauber,WEH,91.414
2017,04_16Bah,Q3,Mercedes AMG,HAM,88.792
2017,04_16Bah,Q3,Mercedes AMG,BOT,88.769
2017,04_16Bah,Q3,Red Bull,RIC,89.545
2017,04_16Bah,Q3,Red Bull,VER,89.687
2017,04_16Bah,Q3,Ferrari,VET,89.247
2017,04_16Bah,Q3,Ferrari,RAI,89.567
2017,04_16Bah,Q3,Williams,MAS,90.074
2017,04_16Bah,Q3,Haas,GRO,90.763
2017,04_16Bah,Q3,Renault,HUL,89.842
2017,04_16Bah,Q3,Renault,PAL,91.074
2017,04_30Soc,P1,Mercedes AMG,HAM,96.681
2017,04_30Soc,P1,Mercedes AMG,BOT,96.119
2017,04_30Soc,P1,Red Bull,RIC,97.29
2017,04_30Soc,P1,Red Bull,VER,97.174
2017,04_30Soc,P1,Ferrari,VET,97.23
2017,04_30Soc,P1,Ferrari,RAI,96.074
2017,04_30Soc,P1,Force India,PER,97.457
2017,04_30Soc,P1,Force India,OCO,98.065
2017,04_30Soc,P1,Williams,STR,97.944
2017,04_30Soc,P1,Williams,MAS,97.9
2017,04_30Soc,P1,McLaren,VAN,99.541
2017,04_30Soc,P1,McLaren,ALO,98.813
2017,04_30Soc,P1,Toro Rosso,KVY,98.496
2017,04_30Soc,P1,Toro Rosso,SAI,98.976
2017,04_30Soc,P1,Haas,GRO,99.533
2017,04_30Soc,P1,Haas,MAG,98.747
2017,04_30Soc,P1,Renault,HUL,NULL
2017,04_30Soc,P1,Renault,PAL,99.158
2017,04_30Soc,P1,Sauber,ERI,100.079
2017,04_30Soc,P1,Sauber,WEH,99.731
2017,04_30Soc,P2,Mercedes AMG,HAM,94.829
2017,04_30Soc,P2,Mercedes AMG,BOT,94.79
2017,04_30Soc,P2,Red Bull,RIC,95.91
2017,04_30Soc,P2,Red Bull,VER,95.54
2017,04_30Soc,P2,Ferrari,VET,94.12
2017,04_30Soc,P2,Ferrari,RAI,94.383
2017,04_30Soc,P2,Force India,PER,96.6
2017,04_30Soc,P2,Force India,OCO,96.654
2017,04_30Soc,P2,Williams,STR,97.747
2017,04_30Soc,P2,Williams,MAS,96.261
2017,04_30Soc,P2,McLaren,VAN,97.125
2017,04_30Soc,P2,McLaren,ALO,96.765
2017,04_30Soc,P2,Toro Rosso,KVY,97.3
2017,04_30Soc,P2,Toro Rosso,SAI,97.083
2017,04_30Soc,P2,Haas,GRO,97.039
2017,04_30Soc,P2,Haas,MAG,96.506
2017,04_30Soc,P2,Renault,HUL,96.329
2017,04_30Soc,P2,Renault,PAL,96.771
2017,04_30Soc,P2,Sauber,ERI,97.819
2017,04_30Soc,P2,Sauber,WEH,97.441
2017,04_30Soc,P3,Mercedes AMG,HAM,94.542
2017,04_30Soc,P3,Mercedes AMG,BOT,94.364
2017,04_30Soc,P3,Red Bull,RIC,95.83
2017,04_30Soc,P3,Red Bull,VER,95.452
2017,04_30Soc,P3,Ferrari,VET,94.001
2017,04_30Soc,P3,Ferrari,RAI,94.338
2017,04_30Soc,P3,Force India,PER,96.962
2017,04_30Soc,P3,Force India,OCO,96.676
2017,04_30Soc,P3,Williams,STR,96.649
2017,04_30Soc,P3,Williams,MAS,95.471
2017,04_30Soc,P3,McLaren,VAN,97.182
2017,04_30Soc,P3,McLaren,ALO,96.869
2017,04_30Soc,P3,Toro Rosso,KVY,96.846
2017,04_30Soc,P3,Toro Rosso,SAI,96.164
2017,04_30Soc,P3,Haas,GRO,97.164
2017,04_30Soc,P3,Haas,MAG,96.556
2017,04_30Soc,P3,Renault,HUL,95.662
2017,04_30Soc,P3,Renault,PAL,NULL
2017,04_30Soc,P3,Sauber,ERI,97.503
2017,04_30Soc,P3,Sauber,WEH,97.657
2017,04_30Soc,Qu,Mercedes AMG,HAM,94.409
2017,04_30Soc,Qu,Mercedes AMG,BOT,94.041
2017,04_30Soc,Qu,Red Bull,RIC,95.56
2017,04_30Soc,Qu,Red Bull,VER,95.301
2017,04_30Soc,Qu,Ferrari,VET,94.493
2017,04_30Soc,Qu,Ferrari,RAI,94.953
2017,04_30Soc,Qu,Force India,PER,96.185
2017,04_30Soc,Qu,Force India,OCO,95.372
2017,04_30Soc,Qu,Williams,STR,96.279
2017,04_30Soc,Qu,Williams,MAS,95.828
2017,04_30Soc,Qu,McLaren,VAN,97.07
2017,04_30Soc,Qu,McLaren,ALO,96.353
2017,04_30Soc,Qu,Toro Rosso,KVY,95.984
2017,04_30Soc,Qu,Toro Rosso,SAI,95.827
2017,04_30Soc,Qu,Haas,GRO,97.62
2017,04_30Soc,Qu,Haas,MAG,96.408
2017,04_30Soc,Qu,Renault,HUL,95.507
2017,04_30Soc,Qu,Renault,PAL,96.462
2017,04_30Soc,Qu,Sauber,ERI,97.507
2017,04_30Soc,Qu,Sauber,WEH,97.332
2017,04_30Soc,Race,Mercedes AMG,HAM,98.398
2017,04_30Soc,Race,Mercedes AMG,BOT,97.367
2017,04_30Soc,Race,Red Bull,RIC,102.285
2017,04_30Soc,Race,Red Bull,VER,98.429
2017,04_30Soc,Race,Ferrari,VET,97.312
2017,04_30Soc,Race,Ferrari,RAI,96.844
2017,04_30Soc,Race,Force India,PER,98.661
2017,04_30Soc,Race,Force India,OCO,98.745
2017,04_30Soc,Race,Williams,STR,98.87
2017,04_30Soc,Race,Williams,MAS,98.232
2017,04_30Soc,Race,McLaren,VAN,99.79
2017,04_30Soc,Race,McLaren,ALO,NULL
2017,04_30Soc,Race,Toro Rosso,KVY,98.3
2017,04_30Soc,Race,Toro Rosso,SAI,98.858
2017,04_30Soc,Race,Haas,GRO,NULL
2017,04_30Soc,Race,Haas,MAG,99.566
2017,04_30Soc,Race,Renault,HUL,98.418
2017,04_30Soc,Race,Renault,PAL,NULL
2017,04_30Soc,Race,Sauber,ERI,99.835
2017,04_30Soc,Race,Sauber,WEH,100.922
2017,04_30Soc,Q2,Mercedes AMG,HAM,93.76
2017,04_30Soc,Q2,Mercedes AMG,BOT,93.264
2017,04_30Soc,Q2,Red Bull,RIC,95.483
2017,04_30Soc,Q2,Red Bull,VER,95.221
2017,04_30Soc,Q2,Ferrari,VET,94.038
2017,04_30Soc,Q2,Ferrari,RAI,93.663
2017,04_30Soc,Q2,Force India,PER,95.513
2017,04_30Soc,Q2,Force India,OCO,95.729
2017,04_30Soc,Q2,Williams,STR,95.964
2017,04_30Soc,Q2,Williams,MAS,95.049
2017,04_30Soc,Q2,McLaren,ALO,96.66
2017,04_30Soc,Q2,Toro Rosso,KVY,95.968
2017,04_30Soc,Q2,Toro Rosso,SAI,95.948
2017,04_30Soc,Q2,Haas,MAG,96.017
2017,04_30Soc,Q2,Renault,HUL,95.328
2017,04_30Soc,Q3,Mercedes AMG,HAM,93.767
2017,04_30Soc,Q3,Mercedes AMG,BOT,93.289
2017,04_30Soc,Q3,Red Bull,RIC,94.905
2017,04_30Soc,Q3,Red Bull,VER,95.161
2017,04_30Soc,Q3,Ferrari,VET,93.194
2017,04_30Soc,Q3,Ferrari,RAI,93.253
2017,04_30Soc,Q3,Force India,PER,95.337
2017,04_30Soc,Q3,Force India,OCO,95.43
2017,04_30Soc,Q3,Williams,MAS,95.11
2017,04_30Soc,Q3,Renault,HUL,95.285
2017,05_14Bcn,P1,Mercedes AMG,HAM,81.521
2017,05_14Bcn,P1,Mercedes AMG,BOT,81.55
2017,05_14Bcn,P1,Red Bull,RIC,83.084
2017,05_14Bcn,P1,Red Bull,VER,82.706
2017,05_14Bcn,P1,Ferrari,VET,82.6
2017,05_14Bcn,P1,Ferrari,RAI,82.456
2017,05_14Bcn,P1,Force India,PER,84.188
2017,05_14Bcn,P1,Force India,OCO,84.324
2017,05_14Bcn,P1,Williams,STR,85.919
2017,05_14Bcn,P1,Williams,MAS,84.618
2017,05_14Bcn,P1,McLaren,VAN,84.4
2017,05_14Bcn,P1,McLaren,ALO,NULL
2017,05_14Bcn,P1,Toro Rosso,KVY,84.642
2017,05_14Bcn,P1,Toro Rosso,SAI,84.004
2017,05_14Bcn,P1,Haas,GRO,83.758
2017,05_14Bcn,P1,Haas,MAG,83.67
2017,05_14Bcn,P1,Renault,HUL,83.993
2017,05_14Bcn,P1,Renault,SIR,86.293
2017,05_14Bcn,P1,Sauber,ERI,84.966
2017,05_14Bcn,P1,Sauber,WEH,85.182
2017,05_14Bcn,P2,Mercedes AMG,HAM,80.802
2017,05_14Bcn,P2,Mercedes AMG,BOT,80.892
2017,05_14Bcn,P2,Red Bull,RIC,81.585
2017,05_14Bcn,P2,Red Bull,VER,81.438
2017,05_14Bcn,P2,Ferrari,VET,81.22
2017,05_14Bcn,P2,Ferrari,RAI,81.112
2017,05_14Bcn,P2,Force India,PER,82.722
2017,05_14Bcn,P2,Force India,OCO,82.52
2017,05_14Bcn,P2,Williams,STR,83.221
2017,05_14Bcn,P2,Williams,MAS,82.015
2017,05_14Bcn,P2,McLaren,VAN,82.693
2017,05_14Bcn,P2,McLaren,ALO,84.077
2017,05_14Bcn,P2,Toro Rosso,KVY,83.236
2017,05_14Bcn,P2,Toro Rosso,SAI,82.265
2017,05_14Bcn,P2,Haas,GRO,82.371
2017,05_14Bcn,P2,Haas,MAG,83.007
2017,05_14Bcn,P2,Renault,HUL,81.687
2017,05_14Bcn,P2,Renault,PAL,81.992
2017,05_14Bcn,P2,Sauber,ERI,83.082
2017,05_14Bcn,P2,Sauber,WEH,83.599
2017,05_14Bcn,P3,Mercedes AMG,HAM,80.595
2017,05_14Bcn,P3,Mercedes AMG,BOT,80.868
2017,05_14Bcn,P3,Red Bull,RIC,81.249
2017,05_14Bcn,P3,Red Bull,VER,81.025
2017,05_14Bcn,P3,Ferrari,VET,80.456
2017,05_14Bcn,P3,Ferrari,RAI,80.214
2017,05_14Bcn,P3,Force India,PER,82.237
2017,05_14Bcn,P3,Force India,OCO,82.297
2017,05_14Bcn,P3,Williams,STR,82.574
2017,05_14Bcn,P3,Williams,MAS,81.746
2017,05_14Bcn,P3,McLaren,VAN,82.853
2017,05_14Bcn,P3,McLaren,ALO,82.093
2017,05_14Bcn,P3,Toro Rosso,KVY,82.391
2017,05_14Bcn,P3,Toro Rosso,SAI,81.835
2017,05_14Bcn,P3,Haas,GRO,82.128
2017,05_14Bcn,P3,Haas,MAG,82.214
2017,05_14Bcn,P3,Renault,HUL,81.67
2017,05_14Bcn,P3,Renault,PAL,82.755
2017,05_14Bcn,P3,Sauber,ERI,82.513
2017,05_14Bcn,P3,Sauber,WEH,82.974
2017,05_14Bcn,Qu,Mercedes AMG,HAM,80.511
2017,05_14Bcn,Qu,Mercedes AMG,BOT,80.991
2017,05_14Bcn,Qu,Red Bull,RIC,81.704
2017,05_14Bcn,Qu,Red Bull,VER,81.43
2017,05_14Bcn,Qu,Ferrari,VET,80.939
2017,05_14Bcn,Qu,Ferrari,RAI,80.742
2017,05_14Bcn,Qu,Force India,PER,81.998
2017,05_14Bcn,Qu,Force India,OCO,81.901
2017,05_14Bcn,Qu,Williams,STR,82.411
2017,05_14Bcn,Qu,Williams,MAS,82.138
2017,05_14Bcn,Qu,McLaren,VAN,82.532
2017,05_14Bcn,Qu,McLaren,ALO,82.015
2017,05_14Bcn,Qu,Toro Rosso,KVY,82.746
2017,05_14Bcn,Qu,Toro Rosso,SAI,81.941
2017,05_14Bcn,Qu,Haas,GRO,81.822
2017,05_14Bcn,Qu,Haas,MAG,81.945
2017,05_14Bcn,Qu,Renault,HUL,82.091
2017,05_14Bcn,Qu,Renault,PAL,82.401
2017,05_14Bcn,Qu,Sauber,ERI,82.332
2017,05_14Bcn,Qu,Sauber,WEH,82.327
2017,05_14Bcn,Race,Mercedes AMG,HAM,83.593
2017,05_14Bcn,Race,Mercedes AMG,BOT,84.696
2017,05_14Bcn,Race,Red Bull,RIC,83.686
2017,05_14Bcn,Race,Red Bull,VER,NULL
2017,05_14Bcn,Race,Ferrari,VET,83.674
2017,05_14Bcn,Race,Ferrari,RAI,NULL
2017,05_14Bcn,Race,Force India,PER,85.755
2017,05_14Bcn,Race,Force India,OCO,86.276
2017,05_14Bcn,Race,Williams,STR,86.838
2017,05_14Bcn,Race,Williams,MAS,86.472
2017,05_14Bcn,Race,McLaren,VAN,87.554
2017,05_14Bcn,Race,McLaren,ALO,83.894
2017,05_14Bcn,Race,Toro Rosso,KVY,85.976
2017,05_14Bcn,Race,Toro Rosso,SAI,86.186
2017,05_14Bcn,Race,Haas,GRO,86.871
2017,05_14Bcn,Race,Haas,MAG,86.371
2017,05_14Bcn,Race,Renault,HUL,86.703
2017,05_14Bcn,Race,Renault,PAL,84.843
2017,05_14Bcn,Race,Sauber,ERI,86.213
2017,05_14Bcn,Race,Sauber,WEH,86.476
2017,05_14Bcn,Q2,Mercedes AMG,HAM,80.21
2017,05_14Bcn,Q2,Mercedes AMG,BOT,80.3
2017,05_14Bcn,Q2,Red Bull,RIC,80.855
2017,05_14Bcn,Q2,Red Bull,VER,80.722
2017,05_14Bcn,Q2,Ferrari,VET,80.295
2017,05_14Bcn,Q2,Ferrari,RAI,80.621
2017,05_14Bcn,Q2,Force India,PER,81.239
2017,05_14Bcn,Q2,Force India,OCO,81.148
2017,05_14Bcn,Q2,Williams,MAS,81.222
2017,05_14Bcn,Q2,McLaren,ALO,81.251
2017,05_14Bcn,Q2,Toro Rosso,SAI,81.371
2017,05_14Bcn,Q2,Haas,GRO,81.517
2017,05_14Bcn,Q2,Haas,MAG,81.329
2017,05_14Bcn,Q2,Renault,HUL,81.397
2017,05_14Bcn,Q2,Sauber,WEH,81.803
2017,05_14Bcn,Q3,Mercedes AMG,HAM,79.149
2017,05_14Bcn,Q3,Mercedes AMG,BOT,79.373
2017,05_14Bcn,Q3,Red Bull,RIC,80.175
2017,05_14Bcn,Q3,Red Bull,VER,79.706
2017,05_14Bcn,Q3,Ferrari,VET,79.2
2017,05_14Bcn,Q3,Ferrari,RAI,79.439
2017,05_14Bcn,Q3,Force India,PER,81.07
2017,05_14Bcn,Q3,Force India,OCO,81.272
2017,05_14Bcn,Q3,Williams,MAS,81.232
2017,05_14Bcn,Q3,McLaren,ALO,81.048
2017,05_28Mco,P1,Mercedes AMG,HAM,73.425
2017,05_28Mco,P1,Mercedes AMG,BOT,73.791
2017,05_28Mco,P1,Red Bull,RIC,73.854
2017,05_28Mco,P1,Red Bull,VER,73.771
2017,05_28Mco,P1,Ferrari,VET,73.621
2017,05_28Mco,P1,Ferrari,RAI,74.164
2017,05_28Mco,P1,Force India,PER,74.201
2017,05_28Mco,P1,Force India,OCO,74.425
2017,05_28Mco,P1,Williams,STR,75.595
2017,05_28Mco,P1,Williams,MAS,74.617
2017,05_28Mco,P1,McLaren,VAN,74.813
2017,05_28Mco,P1,McLaren,BUT,74.954
2017,05_28Mco,P1,Toro Rosso,KVY,74.111
2017,05_28Mco,P1,Toro Rosso,SAI,74.333
2017,05_28Mco,P1,Haas,GRO,75.321
2017,05_28Mco,P1,Haas,MAG,74.87
2017,05_28Mco,P1,Renault,HUL,NULL
2017,05_28Mco,P1,Renault,PAL,75.949
2017,05_28Mco,P1,Sauber,ERI,NULL
2017,05_28Mco,P1,Sauber,WEH,76.258
2017,05_28Mco,P2,Mercedes AMG,HAM,73.873
2017,05_28Mco,P2,Mercedes AMG,BOT,73.902
2017,05_28Mco,P2,Red Bull,RIC,73.207
2017,05_28Mco,P2,Red Bull,VER,73.486
2017,05_28Mco,P2,Ferrari,VET,72.72
2017,05_28Mco,P2,Ferrari,RAI,73.283
2017,05_28Mco,P2,Force India,PER,73.799
2017,05_28Mco,P2,Force India,OCO,74.093
2017,05_28Mco,P2,Williams,STR,74.474
2017,05_28Mco,P2,Williams,MAS,74.003
2017,05_28Mco,P2,McLaren,VAN,73.946
2017,05_28Mco,P2,McLaren,BUT,73.981
2017,05_28Mco,P2,Toro Rosso,KVY,73.331
2017,05_28Mco,P2,Toro Rosso,SAI,73.4
2017,05_28Mco,P2,Haas,GRO,74.022
2017,05_28Mco,P2,Haas,MAG,73.89
2017,05_28Mco,P2,Renault,HUL,74.87
2017,05_28Mco,P2,Renault,PAL,75.616
2017,05_28Mco,P2,Sauber,ERI,75.691
2017,05_28Mco,P2,Sauber,WEH,75.695
2017,05_28Mco,P3,Mercedes AMG,HAM,73.23
2017,05_28Mco,P3,Mercedes AMG,BOT,72.83
2017,05_28Mco,P3,Red Bull,RIC,73.392
2017,05_28Mco,P3,Red Bull,VER,72.94
2017,05_28Mco,P3,Ferrari,VET,72.395
2017,05_28Mco,P3,Ferrari,RAI,72.74
2017,05_28Mco,P3,Force India,PER,73.936
2017,05_28Mco,P3,Force India,OCO,74.072
2017,05_28Mco,P3,Williams,STR,74.675
2017,05_28Mco,P3,Williams,MAS,74.072
2017,05_28Mco,P3,McLaren,VAN,73.805
2017,05_28Mco,P3,McLaren,BUT,73.976
2017,05_28Mco,P3,Toro Rosso,KVY,73.563
2017,05_28Mco,P3,Toro Rosso,SAI,73.4
2017,05_28Mco,P3,Haas,GRO,74.547
2017,05_28Mco,P3,Haas,MAG,73.596
2017,05_28Mco,P3,Renault,HUL,74.283
2017,05_28Mco,P3,Renault,PAL,75.164
2017,05_28Mco,P3,Sauber,ERI,75.863
2017,05_28Mco,P3,Sauber,WEH,75.291
2017,05_28Mco,Qu,Mercedes AMG,HAM,73.64
2017,05_28Mco,Qu,Mercedes AMG,BOT,73.325
2017,05_28Mco,Qu,Red Bull,RIC,73.219
2017,05_28Mco,Qu,Red Bull,VER,73.078
2017,05_28Mco,Qu,Ferrari,VET,73.09
2017,05_28Mco,Qu,Ferrari,RAI,73.117
2017,05_28Mco,Qu,Force India,PER,73.53
2017,05_28Mco,Qu,Force India,OCO,74.101
2017,05_28Mco,Qu,Williams,STR,74.893
2017,05_28Mco,Qu,Williams,MAS,73.796
2017,05_28Mco,Qu,McLaren,VAN,73.476
2017,05_28Mco,Qu,McLaren,BUT,73.723
2017,05_28Mco,Qu,Toro Rosso,KVY,73.899
2017,05_28Mco,Qu,Toro Rosso,SAI,73.526
2017,05_28Mco,Qu,Haas,GRO,73.786
2017,05_28Mco,Qu,Haas,MAG,73.531
2017,05_28Mco,Qu,Renault,HUL,73.787
2017,05_28Mco,Qu,Renault,PAL,74.696
2017,05_28Mco,Qu,Sauber,ERI,75.276
2017,05_28Mco,Qu,Sauber,WEH,75.159
2017,05_28Mco,Race,Mercedes AMG,HAM,75.825
2017,05_28Mco,Race,Mercedes AMG,BOT,76.439
2017,05_28Mco,Race,Red Bull,RIC,75.756
2017,05_28Mco,Race,Red Bull,VER,76.329
2017,05_28Mco,Race,Ferrari,VET,75.238
2017,05_28Mco,Race,Ferrari,RAI,75.527
2017,05_28Mco,Race,Force India,PER,74.82
2017,05_28Mco,Race,Force India,OCO,76.482
2017,05_28Mco,Race,Williams,STR,76.075
2017,05_28Mco,Race,Williams,MAS,76.543
2017,05_28Mco,Race,McLaren,VAN,76.665
2017,05_28Mco,Race,McLaren,BUT,76.912
2017,05_28Mco,Race,Toro Rosso,KVY,76.539
2017,05_28Mco,Race,Toro Rosso,SAI,76.649
2017,05_28Mco,Race,Haas,GRO,77.095
2017,05_28Mco,Race,Haas,MAG,76.313
2017,05_28Mco,Race,Renault,HUL,77.885
2017,05_28Mco,Race,Renault,PAL,76.614
2017,05_28Mco,Race,Sauber,ERI,76.829
2017,05_28Mco,Race,Sauber,WEH,78.034
2017,05_28Mco,Q2,Mercedes AMG,HAM,74.106
2017,05_28Mco,Q2,Mercedes AMG,BOT,72.901
2017,05_28Mco,Q2,Red Bull,RIC,73.011
2017,05_28Mco,Q2,Red Bull,VER,72.697
2017,05_28Mco,Q2,Ferrari,VET,72.449
2017,05_28Mco,Q2,Ferrari,RAI,72.231
2017,05_28Mco,Q2,Force India,PER,73.43
2017,05_28Mco,Q2,Williams,MAS,80.529
2017,05_28Mco,Q2,McLaren,VAN,73.249
2017,05_28Mco,Q2,McLaren,BUT,73.453
2017,05_28Mco,Q2,Toro Rosso,KVY,73.516
2017,05_28Mco,Q2,Toro Rosso,SAI,73.397
2017,05_28Mco,Q2,Haas,GRO,73.203
2017,05_28Mco,Q2,Haas,MAG,73.959
2017,05_28Mco,Q2,Renault,HUL,73.628
2017,05_28Mco,Q3,Mercedes AMG,BOT,72.223
2017,05_28Mco,Q3,Red Bull,RIC,72.998
2017,05_28Mco,Q3,Red Bull,VER,72.496
2017,05_28Mco,Q3,Ferrari,VET,72.221
2017,05_28Mco,Q3,Ferrari,RAI,72.178
2017,05_28Mco,Q3,Force India,PER,73.329
2017,05_28Mco,Q3,McLaren,BUT,73.613
2017,05_28Mco,Q3,Toro Rosso,SAI,73.162
2017,05_28Mco,Q3,Haas,GRO,73.349
2017,05_28Mco,Q3,McLaren,VAN,NULL
2017,06_11Mtl,P1,Mercedes AMG,HAM,73.809
2017,06_11Mtl,P1,Mercedes AMG,BOT,74.046
2017,06_11Mtl,P1,Red Bull,RIC,75.441
2017,06_11Mtl,P1,Red Bull,VER,74.861
2017,06_11Mtl,P1,Ferrari,VET,74.007
2017,06_11Mtl,P1,Ferrari,RAI,74.23
2017,06_11Mtl,P1,Force India,PER,74.578
2017,06_11Mtl,P1,Force India,OCO,74.785
2017,06_11Mtl,P1,Williams,STR,76.313
2017,06_11Mtl,P1,Williams,MAS,75.106
2017,06_11Mtl,P1,McLaren,VAN,75.943
2017,06_11Mtl,P1,McLaren,ALO,76.521
2017,06_11Mtl,P1,Toro Rosso,KVY,75.658
2017,06_11Mtl,P1,Toro Rosso,SAI,NULL
2017,06_11Mtl,P1,Haas,GRO,76.345
2017,06_11Mtl,P1,Haas,MAG,76.233
2017,06_11Mtl,P1,Renault,HUL,76.473
2017,06_11Mtl,P1,Renault,PAL,77.004
2017,06_11Mtl,P1,Sauber,ERI,76.805
2017,06_11Mtl,P1,Sauber,WEH,77.606
2017,06_11Mtl,P2,Mercedes AMG,HAM,73.15
2017,06_11Mtl,P2,Mercedes AMG,BOT,73.31
2017,06_11Mtl,P2,Red Bull,RIC,75.072
2017,06_11Mtl,P2,Red Bull,VER,73.388
2017,06_11Mtl,P2,Ferrari,VET,73.2
2017,06_11Mtl,P2,Ferrari,RAI,72.935
2017,06_11Mtl,P2,Force India,PER,74.501
2017,06_11Mtl,P2,Force India,OCO,74.299
2017,06_11Mtl,P2,Williams,STR,75.24
2017,06_11Mtl,P2,Williams,MAS,74.063
2017,06_11Mtl,P2,McLaren,VAN,75.624
2017,06_11Mtl,P2,McLaren,ALO,74.245
2017,06_11Mtl,P2,Toro Rosso,KVY,74.461
2017,06_11Mtl,P2,Toro Rosso,SAI,74.621
2017,06_11Mtl,P2,Haas,GRO,74.566
2017,06_11Mtl,P2,Haas,MAG,74.676
2017,06_11Mtl,P2,Renault,HUL,74.604
2017,06_11Mtl,P2,Renault,PAL,75.127
2017,06_11Mtl,P2,Sauber,ERI,75.611
2017,06_11Mtl,P2,Sauber,WEH,76.308
2017,06_11Mtl,P3,Mercedes AMG,HAM,72.926
2017,06_11Mtl,P3,Mercedes AMG,BOT,73.21
2017,06_11Mtl,P3,Red Bull,RIC,73.545
2017,06_11Mtl,P3,Red Bull,VER,72.965
2017,06_11Mtl,P3,Ferrari,VET,72.572
2017,06_11Mtl,P3,Ferrari,RAI,72.864
2017,06_11Mtl,P3,Force India,PER,73.956
2017,06_11Mtl,P3,Force India,OCO,73.635
2017,06_11Mtl,P3,Williams,STR,74.409
2017,06_11Mtl,P3,Williams,MAS,73.527
2017,06_11Mtl,P3,McLaren,VAN,74.228
2017,06_11Mtl,P3,McLaren,ALO,73.885
2017,06_11Mtl,P3,Toro Rosso,KVY,73.788
2017,06_11Mtl,P3,Toro Rosso,SAI,73.667
2017,06_11Mtl,P3,Haas,GRO,73.994
2017,06_11Mtl,P3,Haas,MAG,74.392
2017,06_11Mtl,P3,Renault,HUL,73.493
2017,06_11Mtl,P3,Renault,PAL,74.102
2017,06_11Mtl,P3,Sauber,ERI,74.883
2017,06_11Mtl,P3,Sauber,WEH,74.965
2017,06_11Mtl,Qu,Mercedes AMG,HAM,72.692
2017,06_11Mtl,Qu,Mercedes AMG,BOT,72.685
2017,06_11Mtl,Qu,Red Bull,RIC,73.543
2017,06_11Mtl,Qu,Red Bull,VER,73.177
2017,06_11Mtl,Qu,Ferrari,VET,73.046
2017,06_11Mtl,Qu,Ferrari,RAI,73.548
2017,06_11Mtl,Qu,Force India,PER,73.47
2017,06_11Mtl,Qu,Force India,OCO,73.52
2017,06_11Mtl,Qu,Williams,STR,74.209
2017,06_11Mtl,Qu,Williams,MAS,73.435
2017,06_11Mtl,Qu,McLaren,VAN,74.182
2017,06_11Mtl,Qu,McLaren,ALO,73.669
2017,06_11Mtl,Qu,Toro Rosso,KVY,73.802
2017,06_11Mtl,Qu,Toro Rosso,SAI,74.051
2017,06_11Mtl,Qu,Haas,GRO,73.78
2017,06_11Mtl,Qu,Haas,MAG,74.318
2017,06_11Mtl,Qu,Renault,HUL,73.804
2017,06_11Mtl,Qu,Renault,PAL,73.99
2017,06_11Mtl,Qu,Sauber,ERI,74.495
2017,06_11Mtl,Qu,Sauber,WEH,74.81
2017,06_11Mtl,Race,Mercedes AMG,HAM,74.551
2017,06_11Mtl,Race,Mercedes AMG,BOT,75.894
2017,06_11Mtl,Race,Red Bull,RIC,76.165
2017,06_11Mtl,Race,Red Bull,VER,77.187
2017,06_11Mtl,Race,Ferrari,VET,74.719
2017,06_11Mtl,Race,Ferrari,RAI,75.388
2017,06_11Mtl,Race,Force India,PER,76.367
2017,06_11Mtl,Race,Force India,OCO,76.247
2017,06_11Mtl,Race,Williams,STR,75.979
2017,06_11Mtl,Race,Williams,MAS,NULL
2017,06_11Mtl,Race,McLaren,VAN,76.774
2017,06_11Mtl,Race,McLaren,ALO,75.853
2017,06_11Mtl,Race,Toro Rosso,KVY,76.713
2017,06_11Mtl,Race,Toro Rosso,SAI,NULL
2017,06_11Mtl,Race,Haas,GRO,76.949
2017,06_11Mtl,Race,Haas,MAG,76.341
2017,06_11Mtl,Race,Renault,HUL,76.136
2017,06_11Mtl,Race,Renault,PAL,76.704
2017,06_11Mtl,Race,Sauber,ERI,76.995
2017,06_11Mtl,Race,Sauber,WEH,77.091
2017,06_11Mtl,Q2,Mercedes AMG,HAM,72.496
2017,06_11Mtl,Q2,Mercedes AMG,BOT,72.563
2017,06_11Mtl,Q2,Red Bull,RIC,72.81
2017,06_11Mtl,Q2,Red Bull,VER,72.751
2017,06_11Mtl,Q2,Ferrari,VET,72.749
2017,06_11Mtl,Q2,Ferrari,RAI,72.58
2017,06_11Mtl,Q2,Force India,PER,73.262
2017,06_11Mtl,Q2,Force India,OCO,73.32
2017,06_11Mtl,Q2,Williams,MAS,73.012
2017,06_11Mtl,Q2,McLaren,ALO,73.693
2017,06_11Mtl,Q2,Toro Rosso,KVY,73.69
2017,06_11Mtl,Q2,Toro Rosso,SAI,73.756
2017,06_11Mtl,Q2,Haas,GRO,73.839
2017,06_11Mtl,Q2,Renault,HUL,73.406
2017,06_11Mtl,Q2,Renault,PAL,74.293
2017,06_11Mtl,Q3,Mercedes AMG,HAM,71.459
2017,06_11Mtl,Q3,Mercedes AMG,BOT,72.177
2017,06_11Mtl,Q3,Red Bull,RIC,72.557
